Equipment_ID,Equipment_Name,Manufacturer,Hospital_Name,City,Quantity,Unit_Price,Total_Cost,Purchase_Date,Status
EQ0712,Ultrasound Device,PulseTech,Fortis Hospital,Chennai,5,141440.41,707202.05,2023-03-10,Under Maintenance
EQ0713,Infusion Pump,BioMed,AIIMS,Hyderabad,11,190547.76,2096025.36,2024-08-19,Out of Service
EQ0714,Defibrillator,NovaHealth,BLK Hospital,Pune,1,397901.73,397901.73,2023-09-26,Out of Service
EQ0715,Patient Monitor,MedTech,Max Healthcare,Chennai,4,190588.24,762352.96,2023-03-07,Operational
EQ0716,MRI Scanner,PulseTech,Apollo Hospital,Mumbai,20,354899.88,7097997.6,2024-09-30,Out of Service
EQ0717,Infusion Pump,CareEquip,AIIMS,Bangalore,14,495838.91,6941744.74,2023-02-17,Out of Service
EQ0718,ECG Machine,HealthPlus,BLK Hospital,Hyderabad,5,204459.2,1022296,2023-01-07,Out of Service
EQ0719,Surgical Laser,MediCore,Manipal Hospital,Chennai,14,300840.61,4211768.54,2024-10-09,Operational
EQ0720,Ultrasound Device,LifeCare,BLK Hospital,Pune,16,8505.22,136083.52,2025-01-29,Out of Service
EQ0721,ECG Machine,MediCore,AIIMS,Chennai,9,410871.11,3697839.99,2024-07-11,Out of Service
EQ0722,Patient Monitor,BioMed,Manipal Hospital,Pune,20,387344.6,7746892,2023-10-09,Out of Service
EQ0723,X-Ray Machine,HealthPlus,AIIMS,Mumbai,11,423008.35,4653091.85,2023-02-01,Under Maintenance
EQ0724,X-Ray Machine,MediCore,BLK Hospital,Hyderabad,7,292270.15,2045891.05,2024-07-01,Under Maintenance
EQ0725,Ventilator,MedTech,Fortis Hospital,Delhi,14,283933.39,3975067.46,2024-08-26,Under Maintenance
EQ0726,Patient Monitor,PulseTech,BLK Hospital,Chennai,16,116055.99,1856895.84,2023-08-18,Out of Service
EQ0727,Defibrillator,LifeCare,Medanta,Mumbai,19,262112.5,4980137.5,2024-01-04,Operational
EQ0728,CT Scanner,MedTech,AIIMS,Delhi,4,199053.48,796213.92,2024-11-18,Operational
EQ0729,ECG Machine,HealthPlus,BLK Hospital,Hyderabad,16,353847.54,5661560.64,2024-08-10,Operational
EQ0730,Ventilator,CareEquip,AIIMS,Delhi,11,75377.31,829150.41,2023-10-31,Out of Service
EQ0731,Defibrillator,MedTech,BLK Hospital,Delhi,3,371968.22,1115904.66,2024-02-09,Under Maintenance
EQ0732,Patient Monitor,MedTech,BLK Hospital,Mumbai,10,277618.65,2776186.5,2024-11-21,Under Maintenance
EQ0733,ECG Machine,BioMed,BLK Hospital,Hyderabad,13,450008.87,5850115.31,2024-04-27,Under Maintenance
EQ0734,Defibrillator,BioMed,Medanta,Bangalore,5,496939.32,2484696.6,2025-02-26,Under Maintenance
EQ0735,Patient Monitor,HealthPlus,Apollo Hospital,Bangalore,17,465670.66,7916401.22,2025-03-14,Under Maintenance
EQ0736,MRI Scanner,LifeCare,Apollo Hospital,Delhi,14,325878.8,4562303.2,2024-11-02,Under Maintenance
EQ0737,Surgical Laser,NovaHealth,Fortis Hospital,Pune,9,498901.93,4490117.37,2024-01-24,Operational
EQ0738,Infusion Pump,NovaHealth,Medanta,Delhi,1,406102.09,406102.09,2024-04-12,Under Maintenance
EQ0739,Infusion Pump,NovaHealth,Medanta,Pune,4,292548.51,1170194.04,2025-03-23,Out of Service
EQ0740,X-Ray Machine,LifeCare,Apollo Hospital,Hyderabad,13,85161.58,1107100.54,2024-03-28,Out of Service
EQ0741,CT Scanner,BioMed,BLK Hospital,Delhi,9,104613.89,941525.01,2023-09-05,Out of Service
EQ0742,Defibrillator,HealthPlus,Medanta,Chennai,3,252312.3,756936.9,2024-10-13,Operational
EQ0743,Defibrillator,LifeCare,AIIMS,Hyderabad,18,168902.71,3040248.78,2023-08-15,Out of Service
EQ0744,Ultrasound Device,HealthPlus,AIIMS,Mumbai,12,54231.91,650782.92,2023-01-13,Out of Service
EQ0745,MRI Scanner,LifeCare,Medanta,Bangalore,20,474538.11,9490762.2,2025-02-10,Out of Service
EQ0746,CT Scanner,LifeCare,BLK Hospital,Mumbai,7,271524.6,1900672.2,2023-06-26,Under Maintenance
EQ0747,X-Ray Machine,NovaHealth,Medanta,Pune,18,183685.06,3306331.08,2024-11-24,Under Maintenance
EQ0748,Ultrasound Device,NovaHealth,Apollo Hospital,Hyderabad,18,420200.06,7563601.08,2024-10-26,Under Maintenance
EQ0749,Ultrasound Device,NovaHealth,Fortis Hospital,Chennai,11,488368.21,5372050.31,2023-11-10,Under Maintenance
EQ0750,Defibrillator,PulseTech,BLK Hospital,Mumbai,6,14493.1,86958.6,2024-12-28,Out of Service
EQ0751,Infusion Pump,PulseTech,Apollo Hospital,Pune,8,105686.01,845488.08,2023-03-17,Out of Service
EQ0752,Surgical Laser,LifeCare,Manipal Hospital,Delhi,15,252180.09,3782701.35,2023-07-12,Operational
EQ0753,Ultrasound Device,HealthPlus,Fortis Hospital,Delhi,19,20919.94,397478.86,2024-03-07,Out of Service
EQ0754,Infusion Pump,HealthPlus,Manipal Hospital,Delhi,7,431240.35,3018682.45,2023-03-01,Out of Service
EQ0755,X-Ray Machine,NovaHealth,Fortis Hospital,Mumbai,19,237773.14,4517689.66,2025-03-17,Under Maintenance
EQ0756,Patient Monitor,HealthPlus,Manipal Hospital,Bangalore,18,245953.51,4427163.18,2024-02-26,Under Maintenance
EQ0757,Surgical Laser,MedTech,Max Healthcare,Hyderabad,6,455208.88,2731253.28,2024-06-05,Under Maintenance
EQ0758,Patient Monitor,BioMed,Manipal Hospital,Chennai,15,432013.82,6480207.3,2025-01-23,Operational
EQ0759,MRI Scanner,MediCore,Max Healthcare,Chennai,15,185694.25,2785413.75,2023-02-09,Out of Service
EQ0760,Ventilator,MedTech,BLK Hospital,Mumbai,16,102077.7,1633243.2,2023-04-04,Out of Service
EQ0761,Defibrillator,NovaHealth,Medanta,Hyderabad,20,151209.21,3024184.2,2023-02-12,Under Maintenance
EQ0762,ECG Machine,MedTech,AIIMS,Kolkata,17,56414.13,959040.21,2024-07-12,Under Maintenance
EQ0763,MRI Scanner,MedTech,Medanta,Bangalore,18,335620.87,6041175.66,2023-12-10,Under Maintenance
EQ0764,Ventilator,LifeCare,AIIMS,Chennai,7,158320.12,1108240.84,2023-07-31,Out of Service
EQ0765,Defibrillator,HealthPlus,AIIMS,Kolkata,8,329559.53,2636476.24,2023-11-05,Operational
EQ0766,ECG Machine,PulseTech,AIIMS,Delhi,13,53630.18,697192.34,2023-11-18,Operational
EQ0767,Patient Monitor,MedTech,Apollo Hospital,Hyderabad,11,195111.28,2146224.08,2024-09-04,Under Maintenance
EQ0768,CT Scanner,PulseTech,Fortis Hospital,Bangalore,18,206106.17,3709911.06,2024-12-25,Out of Service
EQ0769,Patient Monitor,HealthPlus,Max Healthcare,Hyderabad,14,31232.04,437248.56,2023-08-18,Under Maintenance
EQ0770,Ultrasound Device,NovaHealth,AIIMS,Hyderabad,3,59704.31,179112.93,2023-09-28,Operational
EQ0771,Patient Monitor,MediCore,BLK Hospital,Pune,9,111321.77,1001895.93,2023-12-28,Operational
EQ0772,Defibrillator,MediCore,Fortis Hospital,Bangalore,20,345681.94,6913638.8,2023-01-26,Under Maintenance
EQ0773,CT Scanner,LifeCare,Apollo Hospital,Mumbai,10,146759.7,1467597,2025-03-29,Out of Service
EQ0774,MRI Scanner,MedTech,BLK Hospital,Delhi,11,372898.28,4101881.08,2024-05-12,Operational
EQ0775,Ultrasound Device,MediCore,Manipal Hospital,Chennai,14,389246.68,5449453.52,2023-06-08,Under Maintenance
EQ0776,X-Ray Machine,HealthPlus,Fortis Hospital,Hyderabad,12,289846.49,3478157.88,2023-11-06,Operational
EQ0777,X-Ray Machine,HealthPlus,BLK Hospital,Bangalore,16,240011.86,3840189.76,2023-01-23,Out of Service
EQ0778,Defibrillator,HealthPlus,Apollo Hospital,Pune,14,349805.73,4897280.22,2023-04-02,Operational
EQ0779,Ventilator,MedTech,BLK Hospital,Hyderabad,15,188600.96,2829014.4,2023-11-07,Under Maintenance
EQ0780,Defibrillator,PulseTech,Apollo Hospital,Pune,3,279815.99,839447.97,2024-10-20,Out of Service
EQ0781,MRI Scanner,MediCore,BLK Hospital,Bangalore,20,142352.95,2847059,2023-08-28,Operational
EQ0782,Surgical Laser,CareEquip,BLK Hospital,Bangalore,10,265392.41,2653924.1,2024-03-04,Out of Service
EQ0783,ECG Machine,BioMed,Apollo Hospital,Delhi,4,280646.7,1122586.8,2023-02-02,Under Maintenance
EQ0784,X-Ray Machine,MediCore,Apollo Hospital,Pune,6,191534.32,1149205.92,2024-10-13,Out of Service
EQ0785,Infusion Pump,HealthPlus,Apollo Hospital,Mumbai,20,313756.23,6275124.6,2024-01-30,Under Maintenance
EQ0786,ECG Machine,MediCore,Apollo Hospital,Delhi,15,240849.09,3612736.35,2024-05-31,Out of Service
EQ0787,ECG Machine,NovaHealth,Fortis Hospital,Mumbai,1,306239.02,306239.02,2023-04-21,Under Maintenance
EQ0788,CT Scanner,HealthPlus,Manipal Hospital,Delhi,14,277924.15,3890938.1,2023-07-27,Operational
EQ0789,Infusion Pump,PulseTech,Medanta,Kolkata,2,232636.93,465273.86,2024-11-18,Operational
EQ0790,MRI Scanner,NovaHealth,Manipal Hospital,Kolkata,17,219815.57,3736864.69,2024-05-28,Under Maintenance
EQ0791,Infusion Pump,PulseTech,Max Healthcare,Chennai,13,412400.64,5361208.32,2023-04-27,Out of Service
EQ0792,Patient Monitor,MedTech,Max Healthcare,Chennai,1,392099.89,392099.89,2023-03-27,Operational
EQ0793,CT Scanner,NovaHealth,Apollo Hospital,Chennai,5,66875.52,334377.6,2024-11-06,Under Maintenance
EQ0794,ECG Machine,MedTech,Apollo Hospital,Hyderabad,1,57221.55,57221.55,2024-03-06,Out of Service
EQ0795,CT Scanner,HealthPlus,Fortis Hospital,Kolkata,17,145827.02,2479059.34,2023-03-24,Under Maintenance
EQ0796,Surgical Laser,PulseTech,Max Healthcare,Hyderabad,12,320640.91,3847690.92,2023-06-22,Operational
EQ0797,Defibrillator,HealthPlus,BLK Hospital,Kolkata,18,292624.45,5267240.1,2024-09-22,Operational
EQ0798,MRI Scanner,MediCore,Fortis Hospital,Hyderabad,1,490464.77,490464.77,2025-03-19,Out of Service
EQ0799,Surgical Laser,LifeCare,Medanta,Delhi,18,112447.99,2024063.82,2024-03-01,Out of Service
EQ0800,ECG Machine,NovaHealth,Fortis Hospital,Delhi,5,136354.95,681774.75,2023-10-30,Operational
EQ0801,ECG Machine,NovaHealth,Manipal Hospital,Kolkata,8,457417.88,3659343.04,2025-03-01,Out of Service
EQ0802,X-Ray Machine,PulseTech,Fortis Hospital,Mumbai,2,127466.28,254932.56,2025-01-08,Operational
EQ0803,Defibrillator,PulseTech,Fortis Hospital,Chennai,6,471969.81,2831818.86,2023-04-09,Out of Service
EQ0804,Surgical Laser,HealthPlus,BLK Hospital,Mumbai,4,116572.04,466288.16,2023-05-26,Under Maintenance
EQ0805,Infusion Pump,NovaHealth,AIIMS,Mumbai,14,109357.77,1531008.78,2024-12-14,Out of Service
EQ0806,MRI Scanner,MedTech,Max Healthcare,Bangalore,2,450714,901428,2023-05-26,Under Maintenance
EQ0807,Infusion Pump,MediCore,AIIMS,Mumbai,8,32513.31,260106.48,2025-03-09,Operational
EQ0808,Ultrasound Device,HealthPlus,AIIMS,Pune,7,239189.02,1674323.14,2024-01-18,Under Maintenance
EQ0809,X-Ray Machine,MedTech,Medanta,Delhi,20,124163.24,2483264.8,2023-04-07,Out of Service
EQ0810,MRI Scanner,NovaHealth,AIIMS,Mumbai,17,238832.31,4060149.27,2023-07-25,Out of Service
EQ0811,Defibrillator,MedTech,Fortis Hospital,Chennai,9,359015.86,3231142.74,2024-05-13,Under Maintenance
EQ0812,CT Scanner,CareEquip,AIIMS,Hyderabad,4,394746.03,1578984.12,2024-07-02,Out of Service
EQ0813,Surgical Laser,PulseTech,AIIMS,Chennai,13,440329.85,5724288.05,2025-02-13,Out of Service
EQ0814,ECG Machine,BioMed,BLK Hospital,Mumbai,2,256622.01,513244.02,2023-06-28,Operational
EQ0815,Defibrillator,LifeCare,Manipal Hospital,Kolkata,18,119122.72,2144208.96,2024-12-14,Under Maintenance
EQ0816,MRI Scanner,MediCore,Fortis Hospital,Mumbai,8,223531.41,1788251.28,2023-04-21,Under Maintenance
EQ0817,MRI Scanner,CareEquip,Medanta,Kolkata,7,231406.44,1619845.08,2025-04-13,Out of Service
EQ0818,Defibrillator,MediCore,BLK Hospital,Kolkata,11,253476.92,2788246.12,2024-06-11,Operational
EQ0819,Defibrillator,MedTech,BLK Hospital,Delhi,3,469440.76,1408322.28,2023-07-08,Under Maintenance
EQ0820,X-Ray Machine,PulseTech,Max Healthcare,Chennai,12,489633.16,5875597.92,2024-12-02,Under Maintenance
EQ0821,MRI Scanner,BioMed,Apollo Hospital,Hyderabad,5,314760.65,1573803.25,2023-10-28,Operational
EQ0822,Infusion Pump,MedTech,Fortis Hospital,Delhi,15,268941.16,4034117.4,2024-05-16,Under Maintenance
EQ0823,Ultrasound Device,MedTech,BLK Hospital,Mumbai,13,392310.64,5100038.32,2023-05-04,Out of Service
EQ0824,Surgical Laser,CareEquip,Manipal Hospital,Kolkata,14,330430.84,4626031.76,2023-11-16,Out of Service
EQ0825,Patient Monitor,PulseTech,Max Healthcare,Bangalore,12,7371.07,88452.84,2024-08-20,Out of Service
EQ0826,Infusion Pump,HealthPlus,AIIMS,Bangalore,14,123656.11,1731185.54,2023-06-28,Operational
EQ0827,Infusion Pump,LifeCare,Manipal Hospital,Pune,6,105358.53,632151.18,2025-03-04,Out of Service
EQ0828,Ventilator,NovaHealth,Max Healthcare,Kolkata,3,24542.67,73628.01,2023-03-20,Operational
EQ0829,Infusion Pump,LifeCare,Manipal Hospital,Delhi,9,106386.42,957477.78,2024-11-04,Under Maintenance
EQ0830,Defibrillator,HealthPlus,Medanta,Delhi,19,203833.63,3872838.97,2023-01-29,Operational
EQ0831,Ventilator,CareEquip,Medanta,Kolkata,15,390843.81,5862657.15,2023-03-28,Operational
EQ0832,CT Scanner,HealthPlus,Max Healthcare,Hyderabad,1,171502.56,171502.56,2023-10-21,Operational
EQ0833,X-Ray Machine,MediCore,Max Healthcare,Bangalore,5,460232,2301160,2023-02-03,Operational
EQ0834,Surgical Laser,MediCore,Manipal Hospital,Chennai,18,378699.44,6816589.92,2023-01-11,Under Maintenance
EQ0835,Defibrillator,HealthPlus,AIIMS,Chennai,5,110923.68,554618.4,2024-03-20,Operational
EQ0836,CT Scanner,PulseTech,Medanta,Pune,14,271176.6,3796472.4,2025-04-11,Operational
EQ0837,Defibrillator,CareEquip,Medanta,Mumbai,11,143474.51,1578219.61,2023-09-07,Out of Service
EQ0838,Defibrillator,MediCore,Fortis Hospital,Delhi,16,113033.86,1808541.76,2025-02-25,Operational
EQ0839,Infusion Pump,HealthPlus,Medanta,Hyderabad,17,469928.67,7988787.39,2023-11-29,Operational
EQ0840,Defibrillator,NovaHealth,Manipal Hospital,Pune,9,241563.12,2174068.08,2023-12-10,Out of Service
EQ0841,Patient Monitor,LifeCare,Fortis Hospital,Delhi,4,305729.87,1222919.48,2024-08-11,Under Maintenance
EQ0842,ECG Machine,LifeCare,Max Healthcare,Delhi,20,120400.41,2408008.2,2024-12-06,Out of Service
EQ0843,Patient Monitor,NovaHealth,AIIMS,Delhi,17,378478.02,6434126.34,2024-11-13,Under Maintenance
EQ0844,Infusion Pump,PulseTech,Apollo Hospital,Bangalore,16,405889.54,6494232.64,2025-03-28,Operational
EQ0845,Ultrasound Device,LifeCare,Manipal Hospital,Delhi,13,354282.81,4605676.53,2024-08-04,Under Maintenance
EQ0846,CT Scanner,MediCore,Fortis Hospital,Chennai,11,255159.81,2806757.91,2024-12-24,Operational
EQ0847,MRI Scanner,LifeCare,AIIMS,Delhi,6,264338.06,1586028.36,2024-02-29,Under Maintenance
EQ0848,X-Ray Machine,PulseTech,Max Healthcare,Kolkata,13,227253.03,2954289.39,2024-09-17,Under Maintenance
EQ0849,Ultrasound Device,MedTech,AIIMS,Mumbai,8,431942.21,3455537.68,2023-08-11,Operational
EQ0850,Patient Monitor,MedTech,Medanta,Delhi,1,399525.04,399525.04,2024-03-13,Under Maintenance
EQ0851,Ultrasound Device,CareEquip,Apollo Hospital,Pune,6,265508.81,1593052.86,2024-12-31,Operational
EQ0852,CT Scanner,PulseTech,AIIMS,Kolkata,2,43527.29,87054.58,2024-06-11,Operational
EQ0853,X-Ray Machine,MediCore,Fortis Hospital,Hyderabad,7,238355.96,1668491.72,2024-03-16,Operational
EQ0854,X-Ray Machine,LifeCare,Max Healthcare,Delhi,20,407655.5,8153110,2023-11-27,Out of Service
EQ0855,MRI Scanner,BioMed,Max Healthcare,Pune,18,439046.22,7902831.96,2023-10-25,Under Maintenance
EQ0856,Infusion Pump,BioMed,Apollo Hospital,Chennai,2,494441.54,988883.08,2024-02-28,Under Maintenance
EQ0857,ECG Machine,MediCore,Manipal Hospital,Mumbai,4,438218.73,1752874.92,2023-09-01,Out of Service
EQ0858,ECG Machine,MedTech,Manipal Hospital,Kolkata,12,457851.29,5494215.48,2024-02-22,Out of Service
EQ0859,MRI Scanner,CareEquip,Fortis Hospital,Kolkata,15,218400.12,3276001.8,2024-11-25,Operational
EQ0860,Defibrillator,HealthPlus,AIIMS,Kolkata,2,160779.63,321559.26,2023-08-11,Under Maintenance
EQ0861,Defibrillator,HealthPlus,Medanta,Mumbai,13,360918.73,4691943.49,2025-02-11,Under Maintenance
EQ0862,ECG Machine,LifeCare,AIIMS,Mumbai,18,462132.25,8318380.5,2024-03-15,Operational
EQ0863,ECG Machine,MedTech,Fortis Hospital,Hyderabad,1,52445.95,52445.95,2023-01-15,Operational
EQ0864,ECG Machine,HealthPlus,Manipal Hospital,Chennai,20,5232.73,104654.6,2024-11-20,Operational
EQ0865,CT Scanner,LifeCare,Max Healthcare,Pune,17,99709.78,1695066.26,2023-07-18,Out of Service
EQ0866,CT Scanner,CareEquip,Manipal Hospital,Delhi,13,444704.76,5781161.88,2023-05-13,Out of Service
EQ0867,Ventilator,PulseTech,Fortis Hospital,Hyderabad,16,97173.25,1554772,2023-12-23,Operational
EQ0868,Ultrasound Device,PulseTech,Max Healthcare,Delhi,6,443731.26,2662387.56,2024-01-13,Operational
EQ0869,Surgical Laser,CareEquip,Apollo Hospital,Hyderabad,14,419159.12,5868227.68,2024-10-20,Under Maintenance
EQ0870,MRI Scanner,MediCore,Apollo Hospital,Bangalore,4,173305.71,693222.84,2023-05-24,Operational
EQ0871,Infusion Pump,HealthPlus,BLK Hospital,Chennai,16,264038.99,4224623.84,2023-05-04,Out of Service
EQ0872,Infusion Pump,PulseTech,Fortis Hospital,Hyderabad,13,276495.29,3594438.77,2024-11-08,Under Maintenance
EQ0873,X-Ray Machine,MedTech,Medanta,Chennai,8,66837.29,534698.32,2024-01-06,Under Maintenance
EQ0874,CT Scanner,LifeCare,Max Healthcare,Chennai,1,258830.57,258830.57,2024-01-28,Operational
EQ0875,MRI Scanner,CareEquip,AIIMS,Chennai,20,252862.33,5057246.6,2023-10-28,Under Maintenance
EQ0876,Ultrasound Device,LifeCare,BLK Hospital,Kolkata,17,409991.43,6969854.31,2024-07-05,Under Maintenance
EQ0877,MRI Scanner,BioMed,Fortis Hospital,Mumbai,2,191897,383794,2025-01-28,Under Maintenance
EQ0878,Surgical Laser,MedTech,BLK Hospital,Hyderabad,12,341400.56,4096806.72,2024-12-22,Operational
EQ0879,Infusion Pump,MedTech,BLK Hospital,Bangalore,2,141065.06,282130.12,2023-12-09,Out of Service
EQ0880,Ventilator,PulseTech,Apollo Hospital,Pune,8,352817.03,2822536.24,2024-04-11,Under Maintenance
EQ0881,Defibrillator,MediCore,Apollo Hospital,Mumbai,9,439954.77,3959592.93,2024-09-14,Under Maintenance
EQ0882,X-Ray Machine,MedTech,Max Healthcare,Delhi,2,466628.52,933257.04,2024-03-09,Under Maintenance
EQ0883,Patient Monitor,NovaHealth,Medanta,Hyderabad,19,401219.93,7623178.67,2024-08-15,Out of Service
EQ0884,Defibrillator,PulseTech,BLK Hospital,Pune,17,85808.96,1458752.32,2023-02-13,Out of Service
EQ0885,Ultrasound Device,HealthPlus,Manipal Hospital,Kolkata,9,328491.46,2956423.14,2024-08-21,Under Maintenance
EQ0886,Ventilator,PulseTech,Fortis Hospital,Chennai,8,404197.67,3233581.36,2023-08-12,Out of Service
EQ0887,MRI Scanner,CareEquip,Apollo Hospital,Mumbai,12,413861.77,4966341.24,2024-02-11,Under Maintenance
EQ0888,Infusion Pump,PulseTech,Manipal Hospital,Bangalore,19,60004.91,1140093.29,2024-06-25,Under Maintenance
EQ0889,Ultrasound Device,MediCore,Fortis Hospital,Chennai,9,496639.7,4469757.3,2023-01-23,Operational
EQ0890,CT Scanner,PulseTech,Apollo Hospital,Hyderabad,17,250746.34,4262687.78,2024-12-01,Operational
EQ0891,X-Ray Machine,CareEquip,BLK Hospital,Delhi,16,81758.77,1308140.32,2024-07-05,Operational
EQ0892,CT Scanner,LifeCare,AIIMS,Bangalore,13,299320.32,3891164.16,2023-06-06,Under Maintenance
EQ0893,MRI Scanner,MediCore,BLK Hospital,Bangalore,20,344164.91,6883298.2,2025-01-01,Operational
EQ0894,ECG Machine,MedTech,Manipal Hospital,Mumbai,9,227791.46,2050123.14,2023-08-31,Under Maintenance
EQ0895,ECG Machine,MedTech,Medanta,Kolkata,16,194788.16,3116610.56,2024-09-02,Out of Service
EQ0896,Defibrillator,BioMed,AIIMS,Chennai,6,122008.64,732051.84,2023-09-24,Under Maintenance
EQ0897,Defibrillator,CareEquip,Manipal Hospital,Bangalore,3,51332.3,153996.9,2023-11-07,Under Maintenance
EQ0898,ECG Machine,PulseTech,AIIMS,Hyderabad,19,485171.39,9218256.41,2024-06-08,Out of Service
EQ0899,Ultrasound Device,PulseTech,Apollo Hospital,Hyderabad,16,468917.48,7502679.68,2024-10-20,Under Maintenance
EQ0900,CT Scanner,CareEquip,Apollo Hospital,Delhi,2,314383.32,628766.64,2024-05-20,Out of Service
EQ0901,Infusion Pump,HealthPlus,Medanta,Kolkata,3,483764.62,1451293.86,2024-07-19,Under Maintenance
EQ0902,Ventilator,MediCore,Max Healthcare,Kolkata,3,228532.33,685596.99,2024-05-19,Out of Service
EQ0903,Ventilator,BioMed,Fortis Hospital,Delhi,10,346239.04,3462390.4,2024-03-16,Out of Service
EQ0904,CT Scanner,PulseTech,Max Healthcare,Kolkata,17,232711.46,3956094.82,2023-09-22,Under Maintenance
EQ0905,ECG Machine,BioMed,Medanta,Bangalore,2,149615.76,299231.52,2024-10-13,Under Maintenance
EQ0906,Infusion Pump,MediCore,Manipal Hospital,Pune,7,84898.13,594286.91,2024-08-11,Out of Service
EQ0907,ECG Machine,CareEquip,Max Healthcare,Mumbai,16,487654.32,7802469.12,2023-08-18,Under Maintenance
EQ0908,Ultrasound Device,HealthPlus,BLK Hospital,Mumbai,19,106356.35,2020770.65,2024-07-26,Under Maintenance
EQ0909,Surgical Laser,LifeCare,Apollo Hospital,Bangalore,19,392018.32,7448348.08,2023-09-01,Operational
EQ0910,Infusion Pump,HealthPlus,Medanta,Delhi,13,192331.75,2500312.75,2023-01-23,Under Maintenance
EQ0911,ECG Machine,CareEquip,Manipal Hospital,Hyderabad,16,436752.78,6988044.48,2025-03-14,Under Maintenance
EQ0912,Defibrillator,MedTech,Max Healthcare,Bangalore,8,486360.64,3890885.12,2023-01-26,Out of Service
EQ0913,Infusion Pump,PulseTech,Apollo Hospital,Hyderabad,14,199553.12,2793743.68,2024-05-18,Operational
EQ0914,CT Scanner,NovaHealth,Medanta,Delhi,5,483625.46,2418127.3,2024-07-12,Out of Service
EQ0915,Infusion Pump,LifeCare,Fortis Hospital,Bangalore,13,406123.51,5279605.63,2023-03-28,Operational
EQ0916,Ventilator,PulseTech,AIIMS,Delhi,11,24273.5,267008.5,2024-05-17,Operational
EQ0917,X-Ray Machine,CareEquip,Apollo Hospital,Mumbai,2,62812.01,125624.02,2025-03-08,Out of Service
EQ0918,Ultrasound Device,LifeCare,BLK Hospital,Delhi,6,18987.4,113924.4,2024-01-28,Operational
EQ0919,Ultrasound Device,MedTech,AIIMS,Chennai,12,308310.39,3699724.68,2023-11-17,Out of Service
EQ0920,X-Ray Machine,CareEquip,BLK Hospital,Hyderabad,17,25705.35,436990.95,2024-10-25,Out of Service
EQ0921,X-Ray Machine,CareEquip,AIIMS,Hyderabad,15,235457.58,3531863.7,2023-12-14,Operational
EQ0922,X-Ray Machine,PulseTech,Max Healthcare,Chennai,3,157859.46,473578.38,2023-06-12,Out of Service
EQ0923,Defibrillator,HealthPlus,Apollo Hospital,Hyderabad,6,257896.94,1547381.64,2025-01-25,Under Maintenance
EQ0924,CT Scanner,PulseTech,Fortis Hospital,Bangalore,4,138919.2,555676.8,2024-08-27,Out of Service
EQ0925,Ultrasound Device,LifeCare,AIIMS,Chennai,1,455126.55,455126.55,2023-07-04,Out of Service
EQ0926,Patient Monitor,MediCore,Max Healthcare,Bangalore,19,353908.98,6724270.62,2025-04-16,Out of Service
EQ0927,Ultrasound Device,CareEquip,Manipal Hospital,Mumbai,5,251355.64,1256778.2,2024-06-03,Operational
EQ0928,X-Ray Machine,NovaHealth,Medanta,Hyderabad,3,440033.13,1320099.39,2023-03-10,Operational
EQ0929,MRI Scanner,HealthPlus,Apollo Hospital,Delhi,20,192338.88,3846777.6,2023-05-14,Out of Service
EQ0930,Infusion Pump,NovaHealth,AIIMS,Bangalore,15,87047.66,1305714.9,2023-11-17,Operational
EQ0931,ECG Machine,LifeCare,BLK Hospital,Hyderabad,18,352741.76,6349351.68,2024-10-26,Out of Service
EQ0932,Surgical Laser,HealthPlus,Max Healthcare,Mumbai,20,311092.76,6221855.2,2023-05-26,Operational
EQ0933,Ventilator,PulseTech,BLK Hospital,Delhi,7,497233.17,3480632.19,2023-10-23,Out of Service
EQ0934,Defibrillator,CareEquip,Medanta,Mumbai,7,164603.3,1152223.1,2023-02-08,Out of Service
EQ0935,Ultrasound Device,PulseTech,Apollo Hospital,Kolkata,11,185105.28,2036158.08,2024-11-08,Operational
EQ0936,ECG Machine,BioMed,Manipal Hospital,Bangalore,2,106262.99,212525.98,2023-03-18,Under Maintenance
EQ0937,X-Ray Machine,NovaHealth,Apollo Hospital,Mumbai,11,92798,1020778,2024-01-10,Operational
EQ0938,Defibrillator,CareEquip,AIIMS,Chennai,10,74428.74,744287.4,2023-12-30,Under Maintenance
EQ0939,ECG Machine,BioMed,BLK Hospital,Kolkata,8,401457.26,3211658.08,2023-04-22,Under Maintenance
EQ0940,Ultrasound Device,NovaHealth,Max Healthcare,Bangalore,19,175395.03,3332505.57,2024-03-03,Out of Service
EQ0941,ECG Machine,CareEquip,AIIMS,Kolkata,10,199313.18,1993131.8,2025-01-09,Operational
EQ0942,Ultrasound Device,BioMed,Apollo Hospital,Delhi,14,444853.1,6227943.4,2023-05-29,Out of Service
EQ0943,Surgical Laser,LifeCare,Manipal Hospital,Mumbai,14,39004.38,546061.32,2024-09-22,Operational
EQ0944,Ventilator,MedTech,Fortis Hospital,Hyderabad,6,329361.11,1976166.66,2023-04-02,Under Maintenance
EQ0945,Defibrillator,PulseTech,Apollo Hospital,Chennai,19,495274.13,9410208.47,2023-08-22,Operational
EQ0946,Infusion Pump,PulseTech,Max Healthcare,Chennai,13,457053.17,5941691.21,2023-06-19,Operational
EQ0947,MRI Scanner,MedTech,AIIMS,Mumbai,1,386021.53,386021.53,2023-08-27,Under Maintenance
EQ0948,Defibrillator,CareEquip,Fortis Hospital,Hyderabad,12,400964.42,4811573.04,2023-12-28,Operational
